id,production_run_id,workstation_id,product_id,unit_sequence,defect_type,defect_code,defect_description,severity,detected_timestamp,is_reworkable,was_reworked
1363,181,9,3,171,Weld Defect,WLD-6669,Incomplete weld,Minor,2024-01-22 09:28:26,1,1
1364,181,2,3,169,Fit/Finish,FIT-2813,Gap too wide,Moderate,2024-01-22 08:37:09,1,1
1365,181,7,2,306,Cosmetic,COS-3727,Scuff mark,Major,2024-01-22 11:05:39,1,1
1366,181,2,3,81,Weld Defect,WLD-1872,Weld spatter,Minor,2024-01-22 08:54:20,1,1
1367,181,11,2,247,Weld Defect,WLD-1554,Porosity,Minor,2024-01-22 09:40:58,1,1
1368,181,7,1,89,Fit/Finish,FIT-4569,Gap too wide,Critical,2024-01-22 11:22:00,0,0
1369,181,12,3,193,Fit/Finish,FIT-1040,Panel misalignment,Critical,2024-01-22 06:47:16,0,0
1370,181,8,3,55,Cosmetic,COS-9177,Stain,Critical,2024-01-22 12:52:03,0,0
1371,181,10,1,268,Fit/Finish,FIT-4179,Panel misalignment,Minor,2024-01-22 09:24:31,1,0
1372,181,2,1,20,Cosmetic,COS-1176,Scratch,Minor,2024-01-22 11:32:43,0,0
1373,181,3,1,205,Cosmetic,COS-1465,Dent,Major,2024-01-22 07:25:35,0,0
1374,181,9,1,310,Weld Defect,WLD-2834,Crack in weld,Minor,2024-01-22 07:13:41,1,0
1375,181,8,3,285,Fit/Finish,FIT-5417,Flush issue,Minor,2024-01-22 07:50:21,1,1
1376,182,12,2,263,Cosmetic,COS-5776,Stain,Critical,2024-01-22 20:03:55,0,0
1377,182,7,3,119,Cosmetic,COS-2452,Scuff mark,Minor,2024-01-22 19:04:49,1,1
1378,182,12,2,36,Weld Defect,WLD-6831,Crack in weld,Moderate,2024-01-22 20:20:48,0,0
1379,182,12,1,228,Cosmetic,COS-6905,Dent,Moderate,2024-01-22 17:03:40,1,1
1380,182,7,3,291,Weld Defect,WLD-1022,Porosity,Moderate,2024-01-22 16:29:50,1,0
1381,182,11,2,262,Fit/Finish,FIT-5788,Gap too wide,Major,2024-01-22 17:32:21,0,0
1382,182,5,2,53,Cosmetic,COS-7268,Scratch,Moderate,2024-01-22 19:58:11,0,0
1383,182,6,3,139,Cosmetic,COS-8463,Scratch,Moderate,2024-01-22 16:57:08,1,1
1384,183,4,3,70,Cosmetic,COS-7096,Stain,Major,2024-01-22 22:31:06,0,0
1385,183,5,3,113,Fit/Finish,FIT-3275,Panel misalignment,Critical,2024-01-22 22:33:41,0,0
1386,183,11,3,159,Fit/Finish,FIT-4838,Gap too wide,Major,2024-01-22 22:06:20,0,0
1387,183,12,1,108,Cosmetic,COS-9148,Scratch,Moderate,2024-01-23 00:25:33,1,1
1388,183,12,3,162,Cosmetic,COS-8390,Stain,Minor,2024-01-23 01:27:37,1,1
1389,183,10,2,99,Weld Defect,WLD-7208,Crack in weld,Minor,2024-01-23 00:13:37,1,1
1390,183,7,2,221,Cosmetic,COS-7626,Stain,Minor,2024-01-23 00:16:20,1,1
1391,184,15,1,91,Paint Defect,PNT-3623,Overspray,Moderate,2024-01-22 06:45:24,1,1
1392,184,13,2,229,Paint Defect,PNT-4931,Overspray,Moderate,2024-01-22 12:53:50,0,0
1393,184,21,2,222,Paint Defect,PNT-5895,Overspray,Critical,2024-01-22 07:26:58,0,0
1394,184,13,2,90,Cosmetic,COS-4603,Scuff mark,Minor,2024-01-22 11:45:15,1,1
1395,184,20,1,77,Paint Defect,PNT-1354,Runs/sags,Minor,2024-01-22 11:58:58,1,1
1396,184,20,1,281,Paint Defect,PNT-3751,Overspray,Minor,2024-01-22 12:31:11,1,1
1397,184,17,1,59,Cosmetic,COS-8607,Stain,Minor,2024-01-22 10:16:45,1,1
1398,184,15,1,251,Cosmetic,COS-9712,Dent,Major,2024-01-22 07:08:44,0,0
1399,184,16,1,92,Cosmetic,COS-7237,Scratch,Moderate,2024-01-22 12:58:20,0,0
1400,184,13,3,217,Paint Defect,PNT-4528,Runs/sags,Minor,2024-01-22 09:03:44,1,1
1401,184,14,3,142,Cosmetic,COS-1094,Scratch,Minor,2024-01-22 09:41:29,1,0
1402,185,17,1,205,Cosmetic,COS-2887,Scuff mark,Moderate,2024-01-22 19:30:15,0,0
1403,185,16,1,172,Cosmetic,COS-8937,Stain,Minor,2024-01-22 14:26:53,1,1
1404,185,16,3,311,Paint Defect,PNT-8132,Orange peel,Moderate,2024-01-22 20:56:17,0,0
1405,185,20,3,266,Cosmetic,COS-9546,Stain,Major,2024-01-22 16:43:38,0,0
1406,185,22,1,165,Paint Defect,PNT-4625,Dirt inclusion,Moderate,2024-01-22 18:26:30,1,1
1407,185,16,2,150,Cosmetic,COS-1864,Scuff mark,Minor,2024-01-22 14:22:31,1,1
1408,185,16,3,44,Cosmetic,COS-6175,Scuff mark,Minor,2024-01-22 17:43:30,0,0
1409,185,20,1,190,Paint Defect,PNT-7921,Overspray,Moderate,2024-01-22 15:52:23,1,1
1410,185,18,2,242,Paint Defect,PNT-4872,Orange peel,Moderate,2024-01-22 14:21:52,1,1
1411,186,22,2,175,Paint Defect,PNT-2677,Orange peel,Minor,2024-01-23 00:29:37,1,0
1412,186,21,1,101,Cosmetic,COS-8448,Scratch,Minor,2024-01-22 22:47:46,1,1
1413,186,16,1,172,Cosmetic,COS-8261,Scratch,Minor,2024-01-23 00:05:40,1,1
1414,186,17,1,275,Paint Defect,PNT-4565,Dirt inclusion,Moderate,2024-01-23 04:59:43,1,1
1415,186,20,3,280,Paint Defect,PNT-5541,Color mismatch,Minor,2024-01-23 01:50:14,1,0
1416,186,21,2,77,Cosmetic,COS-1763,Dent,Moderate,2024-01-23 01:45:33,1,0
1417,186,19,2,96,Paint Defect,PNT-5187,Color mismatch,Minor,2024-01-23 02:43:33,1,1
1418,186,14,2,169,Cosmetic,COS-5116,Scratch,Minor,2024-01-23 04:41:04,1,0
1419,186,16,1,232,Paint Defect,PNT-5043,Orange peel,Moderate,2024-01-22 22:18:06,1,0
1420,187,23,2,256,Electrical,ELC-6900,Module not responding,Major,2024-01-22 08:33:29,1,1
1421,187,36,3,242,Missing Part,MIS-9775,Clip not installed,Minor,2024-01-22 06:34:54,0,0
1422,187,28,1,141,Missing Part,MIS-1891,Clip not installed,Minor,2024-01-22 11:25:52,1,1
1423,187,35,2,198,Missing Part,MIS-6185,Fastener missing,Moderate,2024-01-22 07:32:54,1,1
1424,187,33,1,4,Torque,TRQ-2560,Cross-threaded,Moderate,2024-01-22 12:57:04,1,0
1425,187,28,1,278,Fit/Finish,FIT-1765,Door sag,Minor,2024-01-22 07:23:09,1,0
1426,188,31,1,220,Cosmetic,COS-4565,Dent,Minor,2024-01-22 15:29:42,1,1
1427,188,35,2,302,Electrical,ELC-1252,Wire harness damage,Minor,2024-01-22 14:41:12,1,1
1428,188,34,3,320,Cosmetic,COS-8565,Scuff mark,Minor,2024-01-22 19:35:30,1,0
1429,188,33,3,272,Missing Part,MIS-3755,Clip not installed,Moderate,2024-01-22 15:57:00,0,0
1430,188,27,1,122,Missing Part,MIS-8920,Fastener missing,Minor,2024-01-22 20:55:08,1,1
1431,189,32,2,271,Fit/Finish,FIT-5669,Door sag,Minor,2024-01-23 00:44:45,1,1
1432,189,24,2,53,Missing Part,MIS-1575,Fastener missing,Moderate,2024-01-22 23:29:20,0,0
1433,189,23,1,169,Torque,TRQ-7803,Cross-threaded,Major,2024-01-23 01:06:24,1,1
1434,189,33,2,25,Torque,TRQ-1621,Over-torque,Moderate,2024-01-23 00:29:03,1,1
1435,189,29,2,91,Torque,TRQ-8038,Over-torque,Minor,2024-01-23 01:45:00,1,1
1436,189,34,2,245,Electrical,ELC-6960,Connector fault,Minor,2024-01-23 02:17:28,1,0
1437,189,35,3,184,Cosmetic,COS-2610,Dent,Moderate,2024-01-22 22:12:56,1,1
1438,189,31,3,162,Missing Part,MIS-8686,Component missing,Minor,2024-01-23 03:32:32,1,0
1439,190,40,3,114,Torque,TRQ-3683,Under-torque,Minor,2024-01-22 06:24:14,1,1
1440,190,42,3,130,Missing Part,MIS-9470,Component missing,Minor,2024-01-22 06:49:12,1,1
1441,190,40,2,78,Electrical,ELC-7197,Connector fault,Minor,2024-01-22 11:13:42,1,1
1442,190,42,2,174,Fit/Finish,FIT-1185,Flush issue,Minor,2024-01-22 06:48:38,1,1
1443,190,42,3,47,Cosmetic,COS-5892,Dent,Major,2024-01-22 11:23:13,0,0
1444,190,41,3,145,Fit/Finish,FIT-8484,Panel misalignment,Minor,2024-01-22 07:05:14,1,0
1445,190,48,1,118,Torque,TRQ-3785,Under-torque,Moderate,2024-01-22 10:52:53,1,1
1446,190,43,1,49,Missing Part,MIS-9882,Component missing,Major,2024-01-22 07:52:08,0,0
1447,190,39,2,170,Fit/Finish,FIT-1216,Gap too wide,Minor,2024-01-22 12:22:34,1,0
1448,191,37,3,213,Fluid Leak,LKG-2574,Oil leak,Major,2024-01-22 16:23:38,0,0
1449,191,48,3,109,Electrical,ELC-5992,Wire harness damage,Minor,2024-01-22 18:33:32,1,1
1450,191,45,2,60,Cosmetic,COS-4908,Stain,Moderate,2024-01-22 18:32:25,1,1
1451,191,45,2,154,Torque,TRQ-3769,Cross-threaded,Moderate,2024-01-22 16:11:14,1,1
1452,191,43,2,59,Fit/Finish,FIT-8507,Door sag,Moderate,2024-01-22 17:36:11,1,1
1453,191,41,2,106,Fit/Finish,FIT-8769,Door sag,Critical,2024-01-22 14:07:56,0,0
1454,191,49,2,119,Electrical,ELC-9093,Connector fault,Minor,2024-01-22 20:35:11,1,1
1455,191,38,2,5,Cosmetic,COS-7644,Scuff mark,Minor,2024-01-22 20:36:04,1,1
1456,191,44,2,98,Torque,TRQ-9312,Under-torque,Moderate,2024-01-22 19:52:57,1,1
1457,191,47,1,205,Fit/Finish,FIT-1206,Gap too wide,Moderate,2024-01-22 14:42:30,1,1
1458,192,37,2,29,Missing Part,MIS-7430,Clip not installed,Major,2024-01-22 23:23:06,1,1
1459,192,41,3,41,Fit/Finish,FIT-7124,Flush issue,Minor,2024-01-22 22:45:39,1,1
1460,192,42,2,97,Fit/Finish,FIT-2384,Gap too wide,Minor,2024-01-22 22:20:57,1,0
1461,192,41,1,181,Cosmetic,COS-7169,Stain,Minor,2024-01-23 01:23:10,1,0
1462,192,47,2,251,Torque,TRQ-1610,Over-torque,Critical,2024-01-22 23:32:32,0,0
1463,192,40,2,55,Fit/Finish,FIT-3826,Gap too wide,Moderate,2024-01-23 03:34:28,1,1
1464,192,47,1,192,Torque,TRQ-4581,Cross-threaded,Minor,2024-01-22 23:13:14,1,1
1465,192,37,3,261,Fluid Leak,LKG-7484,Fuel system leak,Minor,2024-01-23 01:11:44,1,1
1466,192,38,1,39,Torque,TRQ-9291,Cross-threaded,Minor,2024-01-23 03:24:27,1,1
1467,192,40,3,1,Electrical,ELC-1163,Wire harness damage,Major,2024-01-22 22:06:45,1,1
1468,192,45,2,167,Torque,TRQ-3625,Under-torque,Major,2024-01-23 03:52:38,0,0
1469,193,9,1,230,Fit/Finish,FIT-9612,Door sag,Minor,2024-01-23 06:48:23,1,1
1470,193,4,1,241,Cosmetic,COS-3971,Scratch,Moderate,2024-01-23 10:02:45,1,1
1471,193,6,2,52,Fit/Finish,FIT-7764,Gap too wide,Minor,2024-01-23 07:17:20,1,1
1472,193,11,2,161,Weld Defect,WLD-3907,Incomplete weld,Minor,2024-01-23 10:49:38,1,1
1473,194,1,3,162,Fit/Finish,FIT-8357,Flush issue,Minor,2024-01-23 20:39:23,1,1
1474,194,6,2,240,Fit/Finish,FIT-6915,Gap too wide,Moderate,2024-01-23 18:47:30,1,1
1475,194,8,3,167,Weld Defect,WLD-8508,Incomplete weld,Moderate,2024-01-23 17:35:38,0,0
1476,194,7,3,257,Cosmetic,COS-6180,Scuff mark,Moderate,2024-01-23 20:59:42,1,1
1477,195,9,3,59,Fit/Finish,FIT-4384,Flush issue,Minor,2024-01-23 22:07:41,1,1
1478,195,2,1,254,Cosmetic,COS-7161,Dent,Moderate,2024-01-24 01:40:51,1,1
1479,195,7,3,242,Cosmetic,COS-5500,Stain,Moderate,2024-01-24 01:32:49,1,1
1480,195,7,2,277,Cosmetic,COS-7604,Stain,Minor,2024-01-24 03:05:02,1,1
1481,195,12,3,92,Cosmetic,COS-8215,Scuff mark,Moderate,2024-01-24 02:01:33,1,1
1482,195,10,2,313,Cosmetic,COS-3000,Stain,Minor,2024-01-24 00:02:55,1,1
1483,195,5,2,80,Fit/Finish,FIT-3918,Gap too wide,Moderate,2024-01-23 22:52:52,1,1
1484,195,10,1,230,Fit/Finish,FIT-3045,Gap too wide,Major,2024-01-24 02:13:31,0,0
1485,195,11,2,20,Weld Defect,WLD-4583,Incomplete weld,Minor,2024-01-24 01:45:52,1,1
1486,195,11,2,311,Cosmetic,COS-3448,Scratch,Minor,2024-01-24 02:17:35,1,1
1487,195,4,3,202,Cosmetic,COS-4261,Stain,Minor,2024-01-23 23:31:36,0,0
1488,195,9,2,203,Cosmetic,COS-8397,Scuff mark,Major,2024-01-23 23:53:11,0,0
1489,196,19,1,20,Cosmetic,COS-4128,Dent,Moderate,2024-01-23 06:05:37,0,0
1490,196,19,1,24,Cosmetic,COS-9328,Scuff mark,Minor,2024-01-23 10:15:33,1,1
1491,196,17,3,182,Paint Defect,PNT-4448,Dirt inclusion,Minor,2024-01-23 06:59:20,1,1
1492,196,18,1,264,Paint Defect,PNT-6886,Dirt inclusion,Minor,2024-01-23 11:37:24,1,1
1493,196,19,1,213,Cosmetic,COS-4355,Stain,Critical,2024-01-23 06:53:16,0,0
1494,196,18,1,41,Paint Defect,PNT-3881,Overspray,Minor,2024-01-23 07:21:26,1,0
1495,196,14,1,271,Paint Defect,PNT-2623,Dirt inclusion,Critical,2024-01-23 09:51:25,0,0
1496,196,14,2,213,Cosmetic,COS-7451,Scuff mark,Minor,2024-01-23 10:38:38,1,1
1497,196,13,3,246,Cosmetic,COS-8852,Stain,Major,2024-01-23 09:31:38,0,0
1498,197,15,1,172,Cosmetic,COS-2352,Scuff mark,Minor,2024-01-23 14:49:18,0,0
1499,197,20,2,24,Paint Defect,PNT-9092,Runs/sags,Moderate,2024-01-23 19:21:39,1,1
1500,197,19,1,194,Paint Defect,PNT-9480,Orange peel,Moderate,2024-01-23 20:55:37,1,1
1501,197,19,1,185,Cosmetic,COS-9242,Dent,Minor,2024-01-23 15:22:13,1,1
1502,198,22,3,36,Cosmetic,COS-9045,Dent,Minor,2024-01-24 01:43:14,1,1
1503,198,13,1,297,Paint Defect,PNT-2314,Orange peel,Minor,2024-01-24 03:33:54,1,0
1504,198,15,2,130,Paint Defect,PNT-2491,Runs/sags,Moderate,2024-01-24 01:01:38,1,1
1505,198,15,1,36,Cosmetic,COS-9961,Scratch,Minor,2024-01-23 22:57:25,1,1
1506,199,29,3,164,Torque,TRQ-6396,Over-torque,Moderate,2024-01-23 06:06:08,1,1
1507,199,33,2,320,Torque,TRQ-8992,Over-torque,Moderate,2024-01-23 12:59:17,1,0
1508,199,27,3,284,Fit/Finish,FIT-1146,Door sag,Major,2024-01-23 06:55:17,0,0
1509,199,28,1,228,Torque,TRQ-9275,Under-torque,Minor,2024-01-23 12:10:27,1,1
1510,199,27,1,183,Cosmetic,COS-8279,Stain,Major,2024-01-23 11:45:27,0,0
1511,199,31,2,288,Torque,TRQ-7925,Over-torque,Moderate,2024-01-23 08:23:24,1,1
1512,199,28,1,145,Fit/Finish,FIT-6293,Flush issue,Minor,2024-01-23 11:35:52,1,1
1513,199,27,3,14,Electrical,ELC-3761,Wire harness damage,Minor,2024-01-23 07:54:20,1,1
1514,199,30,1,161,Cosmetic,COS-3606,Scuff mark,Minor,2024-01-23 12:22:04,1,1
1515,199,26,1,96,Fit/Finish,FIT-9376,Gap too wide,Major,2024-01-23 11:36:58,0,0
1516,199,31,2,288,Missing Part,MIS-8605,Clip not installed,Minor,2024-01-23 11:20:08,1,1
1517,199,33,2,179,Cosmetic,COS-8731,Scratch,Moderate,2024-01-23 07:50:41,0,0
1518,200,33,3,170,Electrical,ELC-9085,Module not responding,Moderate,2024-01-23 15:12:35,1,1
1519,200,27,2,134,Cosmetic,COS-1915,Stain,Major,2024-01-23 20:53:57,1,1
1520,200,26,1,297,Electrical,ELC-7116,Wire harness damage,Minor,2024-01-23 16:24:12,1,1
1521,200,28,2,139,Torque,TRQ-9581,Cross-threaded,Major,2024-01-23 14:28:16,0,0
1522,200,23,3,305,Fit/Finish,FIT-1619,Door sag,Minor,2024-01-23 16:47:22,1,1
1523,200,35,2,168,Missing Part,MIS-5773,Component missing,Moderate,2024-01-23 19:43:40,0,0
1524,200,23,1,191,Electrical,ELC-6176,Connector fault,Minor,2024-01-23 15:47:32,1,1
1525,201,34,1,86,Electrical,ELC-8226,Connector fault,Minor,2024-01-24 03:12:41,1,1
1526,201,23,3,131,Cosmetic,COS-3083,Stain,Moderate,2024-01-24 04:08:37,1,1
1527,201,29,3,184,Electrical,ELC-1048,Module not responding,Minor,2024-01-24 04:32:51,1,1
1528,201,24,3,113,Electrical,ELC-2393,Connector fault,Moderate,2024-01-24 00:40:22,1,0
1529,202,41,3,64,Cosmetic,COS-1243,Scuff mark,Minor,2024-01-23 06:14:04,0,0
1530,202,37,3,19,Missing Part,MIS-1401,Component missing,Moderate,2024-01-23 11:43:13,1,1
1531,202,49,3,124,Fit/Finish,FIT-6050,Flush issue,Major,2024-01-23 09:30:40,0,0
1532,202,47,1,212,Torque,TRQ-4218,Under-torque,Minor,2024-01-23 06:00:29,1,1
1533,202,39,2,62,Fit/Finish,FIT-4848,Flush issue,Moderate,2024-01-23 12:41:05,1,1
1534,202,39,3,128,Torque,TRQ-3471,Cross-threaded,Minor,2024-01-23 11:45:29,1,1
1535,202,47,3,84,Fluid Leak,LKG-3617,Fuel system leak,Major,2024-01-23 07:53:56,1,1
1536,203,37,2,306,Electrical,ELC-8787,Module not responding,Major,2024-01-23 17:36:05,0,0
1537,203,47,3,158,Cosmetic,COS-7527,Dent,Minor,2024-01-23 17:40:32,1,1
1538,203,37,1,15,Cosmetic,COS-2018,Scuff mark,Moderate,2024-01-23 16:35:34,1,1
1539,203,47,1,187,Fluid Leak,LKG-7989,Fuel system leak,Major,2024-01-23 20:28:34,0,0
1540,204,39,2,232,Missing Part,MIS-8580,Fastener missing,Major,2024-01-24 03:22:20,1,1
1541,204,49,3,280,Electrical,ELC-9913,Module not responding,Minor,2024-01-23 22:22:23,1,1
1542,204,40,3,69,Fluid Leak,LKG-5565,Fuel system leak,Minor,2024-01-24 01:22:13,1,1
1543,204,46,2,66,Torque,TRQ-9746,Cross-threaded,Moderate,2024-01-24 02:43:49,1,1
1544,204,47,2,17,Fluid Leak,LKG-8077,Oil leak,Moderate,2024-01-24 01:46:06,0,0
1545,204,40,3,177,Fluid Leak,LKG-6674,Oil leak,Moderate,2024-01-23 22:51:26,1,0
1546,204,37,1,33,Electrical,ELC-1339,Module not responding,Minor,2024-01-24 02:58:28,1,0
1547,205,6,2,63,Weld Defect,WLD-9297,Incomplete weld,Moderate,2024-01-24 10:31:54,1,1
1548,205,8,2,138,Weld Defect,WLD-2611,Porosity,Minor,2024-01-24 06:51:07,1,1
1549,205,9,3,90,Cosmetic,COS-4828,Scuff mark,Major,2024-01-24 07:54:18,1,1
1550,205,11,2,192,Fit/Finish,FIT-1790,Panel misalignment,Moderate,2024-01-24 12:51:57,1,0
1551,205,3,3,248,Fit/Finish,FIT-3502,Panel misalignment,Minor,2024-01-24 07:45:29,1,0
1552,205,2,1,34,Weld Defect,WLD-7711,Weld spatter,Moderate,2024-01-24 06:44:33,0,0
1553,205,11,1,135,Fit/Finish,FIT-1292,Gap too wide,Moderate,2024-01-24 09:02:08,1,1
1554,205,4,3,258,Fit/Finish,FIT-5015,Flush issue,Moderate,2024-01-24 12:21:42,0,0
1555,205,12,3,58,Fit/Finish,FIT-4913,Gap too wide,Minor,2024-01-24 11:39:20,1,1
1556,206,6,3,219,Weld Defect,WLD-2514,Crack in weld,Minor,2024-01-24 17:48:22,1,0
1557,206,11,1,134,Weld Defect,WLD-6737,Incomplete weld,Minor,2024-01-24 17:15:55,1,1
1558,206,12,2,33,Fit/Finish,FIT-7623,Flush issue,Minor,2024-01-24 16:13:34,1,1
1559,206,1,2,68,Cosmetic,COS-2305,Dent,Minor,2024-01-24 20:41:56,1,0
1560,206,12,2,64,Fit/Finish,FIT-3949,Gap too wide,Minor,2024-01-24 19:14:40,0,0
1561,206,4,2,247,Weld Defect,WLD-3475,Weld spatter,Minor,2024-01-24 14:44:54,1,1
1562,206,4,1,91,Weld Defect,WLD-9457,Weld spatter,Minor,2024-01-24 20:35:58,1,1
1563,206,12,1,278,Fit/Finish,FIT-9891,Door sag,Minor,2024-01-24 16:33:15,1,1
1564,207,9,2,36,Weld Defect,WLD-8203,Incomplete weld,Minor,2024-01-25 02:55:44,1,1
1565,207,5,1,109,Fit/Finish,FIT-1036,Panel misalignment,Minor,2024-01-25 04:12:09,1,1
1566,207,7,1,211,Fit/Finish,FIT-5000,Gap too wide,Major,2024-01-24 22:58:43,1,0
1567,207,2,2,94,Weld Defect,WLD-1660,Porosity,Major,2024-01-25 03:59:35,1,1
1568,208,22,1,48,Cosmetic,COS-6132,Dent,Minor,2024-01-24 12:09:55,1,0
1569,208,20,3,93,Cosmetic,COS-2261,Scuff mark,Minor,2024-01-24 06:10:46,1,1
1570,208,18,3,117,Paint Defect,PNT-6875,Overspray,Minor,2024-01-24 11:59:55,1,0
1571,208,15,1,227,Cosmetic,COS-5565,Scuff mark,Minor,2024-01-24 08:29:16,1,1
1572,208,17,2,27,Cosmetic,COS-3146,Stain,Moderate,2024-01-24 10:20:47,0,0
1573,208,14,2,45,Paint Defect,PNT-6250,Dirt inclusion,Moderate,2024-01-24 07:36:55,1,1
1574,208,21,1,221,Cosmetic,COS-5138,Dent,Minor,2024-01-24 08:47:58,1,1
1575,208,21,2,140,Cosmetic,COS-6734,Stain,Minor,2024-01-24 12:51:09,1,1
1576,208,18,2,56,Cosmetic,COS-6929,Scuff mark,Minor,2024-01-24 09:35:55,1,1
1577,208,19,3,254,Cosmetic,COS-8203,Stain,Minor,2024-01-24 11:39:26,1,1
1578,208,19,2,11,Cosmetic,COS-1861,Dent,Minor,2024-01-24 10:21:42,1,1
1579,208,21,2,307,Paint Defect,PNT-4328,Dirt inclusion,Moderate,2024-01-24 12:47:59,1,1
1580,208,20,2,259,Paint Defect,PNT-4459,Runs/sags,Moderate,2024-01-24 12:27:44,1,1
1581,209,14,2,71,Paint Defect,PNT-5710,Orange peel,Major,2024-01-24 18:34:36,0,0
1582,209,19,3,14,Paint Defect,PNT-7120,Runs/sags,Moderate,2024-01-24 18:57:07,0,0
1583,209,15,1,37,Cosmetic,COS-3048,Scuff mark,Minor,2024-01-24 16:28:49,1,1
1584,209,16,1,164,Cosmetic,COS-5187,Dent,Moderate,2024-01-24 16:12:17,1,0
1585,209,16,3,87,Paint Defect,PNT-8340,Dirt inclusion,Major,2024-01-24 17:10:38,1,1
1586,209,14,3,152,Cosmetic,COS-9835,Dent,Minor,2024-01-24 15:06:08,1,1
1587,209,14,2,269,Paint Defect,PNT-7642,Overspray,Minor,2024-01-24 17:44:16,1,1
1588,209,16,3,229,Paint Defect,PNT-3858,Overspray,Moderate,2024-01-24 20:37:40,0,0
1589,210,18,3,6,Cosmetic,COS-3121,Scuff mark,Moderate,2024-01-24 23:25:35,1,0
1590,210,21,1,133,Paint Defect,PNT-5315,Orange peel,Minor,2024-01-25 02:38:49,1,0
1591,210,17,2,218,Cosmetic,COS-5088,Dent,Moderate,2024-01-25 03:59:42,1,1
1592,210,13,1,118,Paint Defect,PNT-7546,Orange peel,Minor,2024-01-25 00:17:44,1,1
1593,210,19,1,90,Paint Defect,PNT-6472,Orange peel,Minor,2024-01-25 00:27:09,1,1
1594,210,22,1,280,Cosmetic,COS-4039,Dent,Major,2024-01-24 23:44:32,0,0
1595,210,15,1,259,Cosmetic,COS-3847,Scratch,Minor,2024-01-25 01:22:53,1,0
1596,210,20,2,138,Cosmetic,COS-9395,Dent,Minor,2024-01-24 23:52:20,1,1
1597,210,19,1,224,Paint Defect,PNT-3945,Overspray,Moderate,2024-01-25 02:56:11,1,1
1598,210,13,1,206,Paint Defect,PNT-8530,Runs/sags,Minor,2024-01-25 04:35:45,1,1
1599,210,14,1,255,Paint Defect,PNT-5221,Orange peel,Minor,2024-01-25 02:09:46,1,1
1600,210,15,2,38,Cosmetic,COS-8791,Scuff mark,Minor,2024-01-25 00:07:31,1,1
1601,211,23,3,305,Torque,TRQ-7481,Over-torque,Moderate,2024-01-24 09:19:30,1,1
1602,211,33,3,28,Missing Part,MIS-1727,Fastener missing,Moderate,2024-01-24 09:24:33,0,0
1603,211,33,1,142,Cosmetic,COS-9804,Scuff mark,Major,2024-01-24 12:43:59,1,1
1604,211,30,3,314,Fit/Finish,FIT-1259,Door sag,Moderate,2024-01-24 12:55:29,0,0
1605,211,27,2,44,Cosmetic,COS-5131,Stain,Moderate,2024-01-24 09:42:42,0,0
1606,211,26,2,128,Fit/Finish,FIT-2724,Panel misalignment,Major,2024-01-24 08:56:25,1,1
1607,211,28,1,62,Fit/Finish,FIT-6586,Flush issue,Minor,2024-01-24 12:50:13,0,0
1608,211,30,2,24,Torque,TRQ-6909,Cross-threaded,Moderate,2024-01-24 08:35:11,1,1
1609,212,25,2,24,Missing Part,MIS-5179,Clip not installed,Minor,2024-01-24 20:05:03,1,1
1610,212,34,1,163,Missing Part,MIS-9057,Component missing,Moderate,2024-01-24 17:55:43,0,0
1611,212,33,1,38,Torque,TRQ-2215,Cross-threaded,Minor,2024-01-24 14:52:26,1,1
1612,212,30,2,236,Torque,TRQ-6443,Over-torque,Minor,2024-01-24 15:36:24,1,1
1613,212,29,2,99,Electrical,ELC-1970,Wire harness damage,Minor,2024-01-24 16:16:45,1,1
1614,212,34,1,108,Missing Part,MIS-7024,Clip not installed,Minor,2024-01-24 18:26:55,1,1
1615,212,30,1,106,Electrical,ELC-6422,Connector fault,Moderate,2024-01-24 15:28:05,1,1
1616,212,28,1,302,Missing Part,MIS-7855,Clip not installed,Moderate,2024-01-24 17:39:05,1,1
1617,212,23,3,286,Cosmetic,COS-1988,Scuff mark,Major,2024-01-24 14:08:47,0,0
1618,212,26,1,83,Torque,TRQ-1093,Under-torque,Major,2024-01-24 20:21:51,1,1
1619,213,30,2,287,Torque,TRQ-7393,Over-torque,Major,2024-01-25 00:03:54,0,0
1620,213,30,1,64,Fit/Finish,FIT-9081,Flush issue,Moderate,2024-01-24 22:59:37,1,1
1621,213,27,3,201,Fit/Finish,FIT-2372,Door sag,Moderate,2024-01-25 03:00:05,1,1
1622,213,33,2,300,Fit/Finish,FIT-9851,Door sag,Minor,2024-01-25 04:02:48,1,0
1623,213,35,2,241,Missing Part,MIS-4703,Clip not installed,Moderate,2024-01-25 01:58:50,1,0
1624,213,30,2,236,Torque,TRQ-1382,Cross-threaded,Moderate,2024-01-25 04:28:40,1,1
1625,213,28,2,1,Torque,TRQ-8619,Under-torque,Minor,2024-01-25 04:45:20,1,1
1626,213,34,1,24,Cosmetic,COS-5430,Scratch,Minor,2024-01-25 01:52:04,1,1
1627,213,23,3,194,Fit/Finish,FIT-1064,Flush issue,Minor,2024-01-25 03:22:50,1,1
1628,213,35,1,295,Missing Part,MIS-7299,Component missing,Minor,2024-01-24 23:44:08,1,1
1629,213,31,3,127,Electrical,ELC-4571,Module not responding,Minor,2024-01-25 00:37:39,1,1
1630,214,42,3,81,Fluid Leak,LKG-5311,Oil leak,Moderate,2024-01-24 06:49:12,1,0
1631,214,39,3,62,Fit/Finish,FIT-1452,Gap too wide,Moderate,2024-01-24 11:43:01,1,1
